Time,ECG_HR,NIBP_Systolic,NIBP_Diastolic,NIBP_Mean,SpO2,ET_CO2,
,-,-,-,-,-,7598,
,-,-,-,-,-,7598,-,0,0,20,0,0,
,-,-,-,-,-,7598,-,0,0,20,0,0,-,-,-,-,0,0,
,-,-,-,-,-,7598,-,0,0,20,0,0,-,-,-,-,0,0,-,-,-,-,-,0,
